dataID	context	indices_target_token	indices_target_sentence	lemma
2532889X_1952-10-14_01_100.tcf.xml-139-10	Die Konservativen und öle fechten Labour-Führer haben jedoch den Bogen Überspannt; jetzt steigert sich durch den Verlust def nationalen Unabhängigkeit Großbritanniens die Unzufriedenheit über die amerikanische Bevormundung, verstärkt sich die Einsicht, daß das einzige Ergebnis alles dessen zunehmende Arbeitslosigkeit, sinkender Reallohn und Verlust der Außenhandelspositionen auf den Mark ten der kapitalistischen Welt Ist, die Infolge des schnellen Aufstiegs der vom amerikanischen Kapital geförderten westdeutschen und japanischen Konkurrenz immer welter schrumpfen.	71:81	0:570	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	"Der Handlungsbogen überspannt vier Jahrzehnte, geht vom Ausbruch des ersten Weltkrieges bis in unsere Zeit doch er verläuft immer an der „gleichen Strecke"", am Arbeitsplatz und im kargen Milieu des Bahnwärters Paul der auf der Suche nach dem Glück sein Leben fast verwirkt ehe er im späten Alter begreift"	19:29	0:304	überspannen
2532889X_1964-11-23_01_007.tcf.xml-3-10	Die Brücke, die Insgesamt 4,8 Kilometer lang ist, überspannt in ihrem Mittelteil zwischen zwei Pfeilern von je 211 Meter Höhe eine lichte weite von 1300 Metern und gestattet selbst den größten Seeschiffen, ungehindert in den Hafen einzulaufen.	50:60	0:243	überspannen
2532889X_1965-09-11_01_085.tcf.xml-16-8	"mit seinen supernationalistischen Ambitionen den Bogen des Zumutbaren überspannt?"""	70:80	0:82	überspannen
2532889X_1968-05-03_01_252.tcf.xml-6-9	Sie werden u. a. eine Saaleschleuse und einen Flußarm überspannen.	54:65	0:66	überspannen
2532889X_1968-06-17_01_062.tcf.xml-8-6	Rote Seidentücher, die ganze Straßenbreite überspannend, künden vom kleinen Trompeter.	43:55	0:86	überspannen
2532889X_1975-10-22_01_155.tcf.xml-2-23	• Mit der Fertigstellung der ersten 143 Meter, langen Brükkenhälfte, die in Höhe des Fern-und S-Bahnhofs Berlin-Lichtenberg das Bahngelände überspannt, ist die erste Etappe des größten. Verkehrsbauvorhabens der Hauptstadt erfolgreich abgeschlossen.	140:150	0:248	überspannen
2532889X_1975-11-24_01_038.tcf.xml-2-22	Eine 460 Meter lange Brücke, die das künftige neue Flußbett der Mulde bei Pouch im Kreis Bitterfeld in 22 Meter Höhe überspannt, wurde nach nur sechsmonatiger Bauzeit am Wochenende für den Verkehr freigegeben.	117:127	0:209	überspannen
2532889X_1978-10-04_01_044.tcf.xml-3-1	Wimpelketten überspannten die Straßen, die Häuser hatten Fahnenschmuck angelegt: das Schwarz-Rot-Gold mat Hammer, Zirkel und Ährenkranz, die rote Föhne der Arbeiterklasse oder das Rot-.Weiß-Schwarz der Syrischen Arabischen Republik.	13:25	0:232	überspannen
2532889X_1980-05-10_01_109.tcf.xml-5-7	Die Kadin-Brücke wurde 1470 fertiggestellt, sie überspannt auf einer Länge von 150 Metern mit ihren fünf Bögen die Struma in der Nähe von Kjustendil.	48:58	0:149	überspannen
2532889X_1981-02-14_01_071.tcf.xml-7-20	So entstand das dichteste Theaternetz, das je einen durch gemeinsame Sprache, Kultur und Geschichte zusammengehaltenen Bereich europäischer Prägung überspannte.	148:159	0:160	überspannen
2532889X_1981-03-17_01_086.tcf.xml-42-16	Jürgen Hentsch als Harra zeigte Kauzigkeit und Intelligenz, vollkommen unaneestrengt, ohne den Bogen zu überspannen.	104:115	0:116	überspannen
2532889X_1983-07-26_01_034.tcf.xml-17-18	Da die zu elektrifizierenden Strecken in der Regel zweigleisig sind und -auch die Bahnhofsgleise einschließlich der Rangierbahnhöfe überspannt werden müssen, kann man davon ausgehen, daß die Länge der benötigten Fahrleitungen etwa die dreifache Streckenlänge ausmacht	132:142	0:267	überspannen
2532889X_1987-11-30_01_052.tcf.xml-106-18	Rechts die drei Bagger, links die Förderbrücke, die den Tagebau in einer Breite von 580 Meiern überspannt.	95:105	0:106	überspannen
26120215_1961_08_10_01_204.tcf.xml-26-15	Er war ein schwerer Büssing-Lastkraftwagen mit einem hohen Anhänger, beide mit starken Planen überspannt.	94:104	0:105	überspannen
26120215_1966_10_16_01_006.tcf.xml-38-16	Eine dieser Brücken wird den künftigen Durchbruch Grunerstraße, die anderen den Durchbruch Prenzlauer Allee /Liebknechtstraße überspannen.	126:137	0:138	überspannen
26120215_1967_06_18_01_186.tcf.xml-2-9	In kühner Stahlkonstruktion, von schlanken Betonpfeilern unterstützt. überspannt sie in 50 Meter Höhe über dem Wasserspiegel die Moldau.	70:80	0:136	überspannen
26120215_1968_08_09_01_040.tcf.xml-37-32	Das Dach dieser Halle, die zu Rpdit schon des öfteren in unserer Presse-erwähnt wurde, -besteht aus sogenannten Hyparflächen. die die ganze Halle schwunavoll und kühn wie ein Zeltdach überspannen.	184:195	0:196	überspannen
26120215_1968_09_23_01_096.tcf.xml-3-4	Ein Geschichtchenschreiber besseren Formats überspannte sie vielleicht auch mit dem qeklauten und dann leicht veränderten Titel: Der alt Mann und der Hecht.	44:55	0:156	überspannen
26120215_1972_03_18_01_077.tcf.xml-34-2	17 Jahre überspannt der Film Das ist eine lanse Zeit für künstlerisch gültig komprimierte Reflexion in anderthalb Stunden.	9:19	0:122	überspannen
26120215_1973_08_22_01_144.tcf.xml-17-18	Immer dann, wenn ein Bauernhof mit den für den Spreewald typischen. strohgedeckten Blockhäusern sichtbar wird, überspannen schmale Brücken die Wasserstraße.	111:122	0:156	überspannen
26120215_1978_11_27_01_139.tcf.xml-13-12	Eine acht Kilometer lange Brücke, die die sibirische Angara in Irkutsk überspannt, wurde am Wochenende dem Verkehr übergeben.	71:81	0:125	überspannen
26120215_1979_01_09_01_052.tcf.xml-67-14	Sie verlangte auch viel — viel Geld, meine ich, und sie war überspannt.	60:70	0:71	überspannen
26120215_1979_07_24_01_008.tcf.xml-2-16	Bis zum Jahresende werden in unserer Republik rund 1300 Strekkenkilometer der Deutschen Reichsbahn mit elektrischen Fahrleitungen überspannt sein.	130:140	0:146	überspannen
26120215_1990_06_02_01_529.tcf.xml-2-33	Zur Umstellung des 25 Kilometer langen Abschnitts auf die umweltfreundliche Traktionsart, die jährlich 4700 Tonnen Dieselkraftstoff spart, waren unter anderem 863 Masten zu setzen und 64 Kilometer Gleis mit Fahrdraht zu überspannen.	220:231	0:232	überspannen
beck_eisen01_1884-5529-19	Die weiteren Öffnungen der Thonröhren, die bei richtiger Stellung sich befinden, sind oben mit einer sackartigen Haut überspannt, in deren Mitte eine Öffnung ist.	118:128	0:162	überspannen
beck_eisen04_1899-5268-44	Als es sich 1801 als Notwendigkeit herausstellte, die alte London-bridge abzureissen und eine neue Brücke an ihrer Stelle zu errichten, arbeitete Telford den Entwurf einer gusseisernen Brücke aus, welche in einem Bogen von 600 Fuss Spannweite die ganze Breite der Themse überspannen sollte: ein Entwurf, der an Schönheit alle anderen Brücken Londons übertroffen haben würde.	271:282	0:374	überspannen
berlepsch_alpen_1861-2780-36	Aber das kühne Werk, dessen Ausführung kurze Zeit vorher für eine tolle Phantasterei gegolten haben mag, gab den Impuls zu anderen, ebenso großartigen Straßenbauten, deren jetzt mehr als ein Dutzend die Hoch-Alpen überspannen.	214:225	0:226	überspannen
bluntschli_staatslehre_1875-4658-26	„Salus Populi suprema lex esto“ liegt überhaupt nicht darin, dasz der Statszweck zu enge gefaszt sei, sondern darin, dasz die Statsmacht überspannt und auf fremde Lebensgebiete ausgedehnt werde.	137:147	0:194	überspannen
bluntschli_voelkerrecht_1868-7175-2	Die eine überspannt die Anforderung an dieselbe, indem sie nur die Sperre als wirksam betrachten will, die allen Verkehr absolut zu hindern vermag, und jede Blocade als unwirksam erklärt, wenn es auch nur Einem Schiffe gelingt, unbemerkt und unaufgehalten hindurchzukommen.	9:19	0:273	überspannen
brehm_thierleben04_1867-8357-1	Erstere überspannt in einer dünnen Schicht den Boden überall da, wo er aus Geröll besteht; letztere siedelt sich auf dem Sterbebette der Flechte an.	8:18	0:148	überspannen
burckhardt_cicerone_1855-1498-18	S. Prassede (IX. Jahrhundert), ein merkwürdiger Versuch, in das Organische einzulenken; grosse Backsteinbögen überspannen das Mittelschiff; dazwischen je drei Intervalle und zwei Säulen mit geradem Gebälk.	110:121	0:205	überspannen
fouque_frauen_1826-1436-57	Wo bleiben die hellen, und freundlichen Verwandtschaften des Geistes und Geschmackes, die Bande der Geselligkeit, der unwillkührlichen Vorliebe, sind sie alle profan, weil es schwierig ist, tugendhaft und freundlich, pflichtvoll und liebenswürdig zu sein? soll es darum keine Freuden der Welt mehr geben, weil die schwächlichen Nerven sich überspannen bei den Anregungen in und außer dem Hause?	340:351	0:394	überspannen
gutzkow_serapionsbrueder01_1877-96-45	Die tausendfachen Lebensziele, denen Alles nachrennt, beirren uns in der Verfolgung unsres eignen, ja es geschieht wohl, daß gedankenlose lässige Naturen diese unausgesetzt wechselnden Eindrücke so stark auf sich wirken lassen, daß ihre Nerven darunter leiden, ihr ganzes Wesen überspannt wird.	278:288	0:294	überspannen
herbart_psychologie02_1825-45-36	Und dieses findet sich um desto gewisser, da die Kirche nicht bloss dem Pantheismus abgeneigt ist, welcher das Princip der Endlichkeit in Gott hineinversetzt, sondern auch, und zwar nicht minder, demjenigen überspannten Theismus, der, um jenes für lästig gehaltene Princip zu verflüchtigen, oder vielmehr zu ignoriren, (denn das Verflüchtigen gelingt nicht,) sich von der Erfahrung absichtlich hinwegwendet, und in allerley Formen sich durch eine vorgeschützte Unwissenheit zu helfen sucht.	207:219	0:490	überspannen
humboldt_grenzen_1851-641-50	Daraus entspringt nun eine gleich schwierige, und leider nur zu oft vernachlässigte Berechnung, ob die natürlichen Kräfte des Staats zu Herbeischaffung aller nothwendig erforderlichen Mittel hinreichend sind? und fällt diese Berechnung unrichtig aus, ist ein wahres Missverhältniss vorhanden, so müssen neue künstliche Veranstaltungen die Kräfte überspannen, ein Uebel, an welchem nur zu viele neuere Staaten, wenn gleich nicht allein aus dieser Ursache, kranken.	346:357	0:463	überspannen
ledebur_eisenhuettenkunde_1884-1818-38	Um einen grösseren Fassungsraum bei geringerer Schütthöhe (die für dicht liegende Steinkohlen unerlässlich ist) zu erlangen, giebt man der Rückwand eine Neigung nach aussen, so dass der Generator sich nach oben erweitert, und überspannt denselben durch ein Gewölbe, in welchem die Füllöffnung sich befindet (vergl. unten die Abbildungen Fig. 26 und 28, Oefen mit Steinkohlengasgeneratoren darstellend).	226:236	0:402	überspannen
lehnert_seehaefen01_1891-6505-33	Valencia, die Stadt der Blumen, hat in einen immensen Garten sich gebettet; und die Promenade entlang der Ufer des Turia, der Blick auf die fünf Brücken, die ihn überspannen, und nach dem prächtigen Grün der Landschaft, gehören zu den höchsten Genüssen, welche der Aufenthalt in der schönen eleganten Stadt zu bieten vermag.	162:173	0:324	überspannen
ludwig_himmel_1856-3855-12	In jenem überwucherte die Selbstsucht, die schlimme Anlage; in Apollonius überspannte sich, was Gutes in ihm war, seine Gewissenhaftigkeit, Anhänglichkeit und sein Sauberkeitsbedürfniß.	74:85	0:185	überspannen
menzel_literatur02_1828-938-3	Auch Hoffmann war überspannt, wie Werner, und gemüthskrank.	18:28	0:59	überspannen
menzel_maurer_1847-3296-7	Wächst nämlich der Raum welchen ein Kreuzgewölbe überspannen soll so an, daß man für die Festigkeit der dünnen Kappen zu sorgen hat, so legt man außer den 4 Gradgurten noch Zwischengurten an, welche alsdann kleinere, folglich festere Kappenräume bilden.	49:60	0:253	überspannen
muellner_kaliber_1829-736-4	Sie sind leidenschaftlich, überspannt, schwärmerisch in Ihren Gefühlen.	27:37	0:71	überspannen
rosegger_waldschulmeister_1875-504-12	Der gute Mann hat mir mit ruhigen Worten gesagt, daß ich überspannt und wol krank sein müsse.	57:67	0:93	überspannen
rosenkranz_aesthetik_1853-1698-0	Ueberspannt sie sich, so wird sie freilich mit eben diesem Wagniß Effect machen, denn sie bringt ja dann etwas hervor, was sie nicht hervorbringen sollte und was als eine seltsame Erscheinung immerhin interessant sein kann, jedenfalls aber die Gesetze der wahren Kunst verletzt.	0:11	0:278	überspannen
siemens_telegraphie_1866-270-10	Fast alle europäischen Bänder sind jetzt von einem eisernen Drahtnetz überspannt, durch welches der electrische Bote die Gedanken und Nachrichten der Menschen in wunderbarer Geschwindigkeit von Ort zu Ort, vom atlantischen Meere zum indischen und stillen Ocean befördert!	70:80	0:271	überspannen
stifter_nachsommer01_1857-1009-9	Oben schloß gewölbtes Glas, das mit feinem Drahte überspannt war, die Räume.	50:60	0:76	überspannen
vischer_aesthetik030201_1852-1464-19	Das Tonnengewölbe lagert als ungegliedert fortlaufender Halbkreisbogen der Länge nach auf den Mauern, die es der Quere nach überspannt.	124:134	0:135	überspannen
vischer_aesthetik030201_1852-1472-56	Diese Stützen (zunächst Säulen, es ist von ihrer Veränderung noch ausdrücklich zu sprechen) stellt man nun in weiteren Abständen und streckt die Bögen nicht mehr nur der Länge nach, sondern auch der Breite nach, so daß sie mit ihren Gurten ein Netz von Quadraten einrahmen, deren jedes mit einem Kreuzgewölbe überspannt ist.	309:319	0:324	überspannen
vischer_aesthetik030201_1852-537-25	Wo sie ein Dach zu tragen hat, leistet sie dieß nun in der kühneren Weise, daß von Stütze zu Stütze ein Balken sich überspannt, der von diesen getragen wird, aber selbst, obwohl frei schwebend, die Deckenbalken und das Dach trägt, wo sie ohne diese Function sich zum getheilten, zergliederten Gewölb ausbildet, das sich auf Stützen stemmt, da stellt sie jene Einheit in einer kunstvollen gegenseitigen Spannung dar.	116:126	0:415	überspannen
wackernagel_poetik_1873-3635-58	Denn man erwäge, dass ihm noch im dritten Haupttheile eine Anregung bevorsteht, und zwar hier zu dem Zwecke, dass der Wille zu einem nachhaltigen Entschlusse, so und so zu handeln, gelange; die Gefühlsanregungen des Exordiums bezwecken keine so bedeutende Wirkung, es ist dabei nur auf Wohlwollen für den Redner abgesehen: überspannt man das Gefühl also hier schon, so ist das Mittel stärker als die zunächst beabsichtigte Wirkung, und kommt es dann zum dritten Theile, so ist das Gefühl abgespannt, unempfänglich gegen jede nachdrückliche Einwirkung, unfähig zu jeder kräftigen Willensäusserung.	323:333	0:596	überspannen
